,fighter_name,Height,Weight,Reach,Stance,DOB
600,Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988"
601,James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989"
602,James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984"
603,James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978"
604,James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986"
605,James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980"
606,James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988"
607,James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988"
608,James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981"
609,James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987"
610,James Wallace,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992"
611,James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978"
612,Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985"
613,Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989"
614,Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988"
615,Jamie Varner,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984"
616,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983"
617,Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
618,Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988"
619,Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982"
620,Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988"
621,Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986"
622,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983"
623,Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993"
624,Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975"
625,Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981"
626,Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980"
627,Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990"
628,Jason High,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981"
629,Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990"
630,Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992"
631,Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975"
632,Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975"
633,Jason Miller,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980"
634,Jason Novelli,"6' 0""",155 lbs.,"75""",Orthodox,"Jun 08, 1979"
635,Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985"
636,Jason Young,"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986"
637,Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977"
638,Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976"
639,Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977"
640,Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978"
641,Jeff Hughes,"6' 2""",250 lbs.,"78""",Orthodox,"May 17, 1988"
642,Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971"
643,Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988"
644,Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988"
645,Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974"
646,Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975"
647,Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992"
648,Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991"
649,Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984"
650,Jeremy Stephens,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986"
651,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979"
652,Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984"
653,Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982"
654,Jesse Ronson,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 24, 1985"
655,Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983"
656,Jessica Aguilar,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982"
657,Jessica Andrade,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991"
658,Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986"
659,Jessica Rakoczy,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 14, 1977"
660,Jessica-Rose Clark,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987"
661,Jessin Ayari,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992"
662,Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989"
663,Jianping Yang,"5' 7""",145 lbs.,"65""",Orthodox,"Nov 27, 1988"
664,Jim Alers,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986"
665,Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983"
666,Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980"
667,Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989"
668,Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996"
669,Jimmy Quinlan,"6' 0""",185 lbs.,"72""",Orthodox,"May 25, 1986"
670,Jimmy Wallhead,"5' 10""",170 lbs.,"73""",Orthodox,"Mar 14, 1984"
671,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987"
672,Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993"
673,Joachim Christensen,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978"
674,Joanna Jedrzejczyk,"5' 6""",125 lbs.,"65""",Orthodox,"Aug 18, 1987"
675,Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985"
676,Joao Zeferino,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 15, 1986"
677,Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991"
678,Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985"
679,Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986"
680,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977"
681,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988"
682,Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985"
683,Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995"
684,Joe Gigliotti,"5' 11""",185 lbs.,"69""",Orthodox,"Aug 13, 1993"
685,Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984"
686,Joe Lowry,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 12, 1989"
687,Joe Merritt,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 07, 1984"
688,Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985"
689,Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982"
690,Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987"
691,Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982"
692,Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1994"
693,Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981"
694,Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989"
695,John Alessio,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979"
696,John Castaneda,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991"
697,John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983"
698,John Cofer,"5' 9""",155 lbs.,"73""",Southpaw,"Apr 29, 1984"
699,John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984"
700,John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982"
701,John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979"
702,John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985"
703,John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987"
704,John Howard,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983"
705,John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990"
706,John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983"
707,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985"
708,John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984"
709,John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985"
710,John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985"
711,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983"
712,Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989"
713,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978"
714,Johnny Walker,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992"
715,Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983"
716,Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987"
717,Jon Fitch,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978"
718,Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987"
719,Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980"
720,Jon Manley,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986"
721,Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984"
722,Jonathan Brookins,"6' 0""",145 lbs.,"73""",Southpaw,"Aug 13, 1985"
723,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979"
724,Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1986"
725,Jonathan Meunier,"6' 3""",170 lbs.,"75""",Switch,"Aug 04, 1987"
726,Jonathan Pearce,"6' 0""",155 lbs.,"71""",Switch,"May 01, 1992"
727,Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987"
728,Jonavin Webb,"5' 10""",170 lbs.,"71""",Orthodox,"Apr 28, 1989"
729,Jordan Espinosa,"5' 6""",125 lbs.,"71""",Orthodox,"Nov 08, 1989"
730,Jordan Griffin,"5' 10""",145 lbs.,"72""",Southpaw,"Feb 28, 1990"
731,Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988"
732,Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989"
733,Jordan Rinaldi,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987"
734,Jordan Williams,"6' 0""",170 lbs.,"75""",Southpaw,"Oct 13, 1990"
735,Jordan Wright,"6' 2""",185 lbs.,"77""",Orthodox,"Oct 07, 1991"
736,Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977"
737,Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984"
738,Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972"
739,Jorge Santiago,"6' 1""",170 lbs.,"74""",Orthodox,"Oct 09, 1980"
740,Jorge de Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 22, 1980"
741,Jose Aldo,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986"
742,Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992"
743,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984"
744,Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994"
745,Joseph Solecki,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 27, 1993"
746,Josh Appelt,"5' 10""",255 lbs.,"73""",Southpaw,"Jun 19, 1983"
747,Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977"
748,Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981"
749,Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982"
750,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985"
751,Josh Ferguson,"5' 5""",125 lbs.,"66""",Orthodox,"May 13, 1988"
752,Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988"
753,Josh Janousek,"5' 11""",185 lbs.,"73""",Orthodox,"Sep 25, 1980"
754,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977"
755,Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983"
756,Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988"
757,Josh Shockley,"6' 1""",155 lbs.,"74""",Orthodox,"Nov 15, 1989"
758,Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978"
759,Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980"
760,Joshua Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984"
761,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992"
762,Juan Puig,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 23, 1989"
763,Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989"
764,Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990"
765,Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982"
766,Julie Kedzie,"5' 5""",135 lbs.,"64""",Orthodox,"Mar 18, 1981"
767,Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989"
768,Jumabieke Tuerxun,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 17, 1986"
769,Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991"
770,Junior Assuncao,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981"
771,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984"
772,Junior Hernandez,"5' 9""",135 lbs.,"69""",Orthodox,"Jul 22, 1986"
773,Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985"
774,Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983"
775,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983"
776,Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989"
777,Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988"
778,Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991"
779,Justin Jones,"5' 11""",185 lbs.,"78""",Orthodox,"Sep 06, 1987"
780,Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990"
781,Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988"
782,Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976"
783,Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982"
784,Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992"
785,Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989"
786,Justin Willis,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987"
787,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988"
788,KJ Noons,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 07, 1982"
789,Kai Kara-France,"5' 5""",125 lbs.,"69""",Orthodox,"Mar 26, 1993"
790,Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991"
791,Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984"
792,Kali Robbins,"5' 3""",115 lbs.,"63""",Orthodox,"Jul 05, 1984"
793,Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975"
794,Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972"
795,Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987"
796,Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986"
797,Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 27, 1988"
798,Karl Roberson,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990"
799,Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985"
800,Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982"
801,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985"
802,Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988"
803,Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981"
804,Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979"
805,Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987"
806,Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984"
807,Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 14, 1985"
808,Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975"
809,Keith Wisniewski,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 25, 1981"
810,Kelly Faszholz,"5' 8""",135 lbs.,"67""",Orthodox,"Apr 09, 1985"
811,Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991"
812,Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964"
813,Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982"
814,Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976"
815,Kenneth Bergh,"6' 2""",205 lbs.,"76""",Orthodox,"Jun 26, 1989"
816,Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976"
817,Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984"
818,Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991"
819,Kevin Aguilar,"5' 7""",145 lbs.,"73""",Orthodox,"Sep 07, 1988"
820,Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980"
821,Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981"
822,Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985"
823,Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992"
824,Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992"
825,Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984"
826,Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988"
827,Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993"
828,Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992"
829,Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990"
830,Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981"
831,Klidson Abreu,"6' 0""",235 lbs.,"74""",Orthodox,"Dec 24, 1992"
832,Konstantin Erokhin,"5' 11""",230 lbs.,"73""",Orthodox,"Jan 31, 1983"
833,Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981"
834,Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988"
835,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989"
836,Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977"
837,Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976"
838,Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986"
839,Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979"
840,Kwan Ho Kwak,"5' 5""",135 lbs.,"70""",Switch,"Jun 18, 1989"
841,Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987"
842,Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982"
843,Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993"
844,Kyle Kingsbury,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982"
845,Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991"
846,Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980"
847,Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989"
848,Kyle Stewart,"6' 2""",170 lbs.,"76""",Orthodox,"Jan 31, 1989"
849,Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990"
850,Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987"
851,LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980"
852,Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988"
853,Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992"
854,Larissa Pacheco,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 07, 1994"
855,Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993"
856,Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991"
857,Lauren Murphy,"5' 7""",125 lbs.,"67""",Orthodox,"Jul 27, 1983"
858,Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977"
859,Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989"
860,Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983"
861,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985"
862,Leo Kuntz,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 03, 1983"
863,Leon Edwards,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991"
864,Leon Shahbazyan,"6' 4""",170 lbs.,"77""",Orthodox,"Nov 18, 1995"
865,Leonard Garcia,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 14, 1979"
866,Leonardo Augusto Leleco,"6' 0""",185 lbs.,"73""",Orthodox,"Apr 15, 1982"
867,Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989"
868,Leonardo Morales,"5' 8""",135 lbs.,"68""",Southpaw,"Dec 22, 1992"
869,Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980"
870,Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982"
871,Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989"
872,Lewis Gonzalez,"5' 10""",170 lbs.,"73""",Orthodox,"Sep 19, 1987"
873,Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988"
874,Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982"
875,Liu Pingyuan,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993"
876,Livinha Souza,"5' 5""",115 lbs.,"63""",Orthodox,"Mar 11, 1991"
877,Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984"
878,Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986"
879,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984"
880,Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991"
881,Louis Taylor,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979"
882,Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993"
883,Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993"
884,Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988"
885,Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994"
886,Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
887,Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995"
888,Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993"
889,Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993"
890,Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981"
891,Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,"May 06, 1982"
892,Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990"
893,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988"
894,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980"
895,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988"
896,Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984"
897,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985"
898,Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981"
899,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985"
