,fighter_name,Height,Weight,Reach,Stance,DOB
1352,Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995"
1354,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989"
1355,Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984"
1356,Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988"
1358,James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989"
1363,James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984"
1364,James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978"
1365,James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986"
1367,James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980"
1368,James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988"
1369,James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988"
1371,James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981"
1375,James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987"
1377,James Wallace,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992"
1378,James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978"
1380,Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985"
1382,Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989"
1383,Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988"
1384,Jamie Varner,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984"
1386,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983"
1390,Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
1392,Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988"
1393,Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982"
1394,Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988"
1396,Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986"
1397,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983"
1398,Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993"
1402,Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975"
1404,Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981"
1406,Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980"
1412,Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990"
1414,Jason High,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981"
1416,Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990"
1417,Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992"
1418,Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975"
1419,Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975"
1422,Jason Miller,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980"
1423,Jason Novelli,"6' 0""",155 lbs.,"75""",Orthodox,"Jun 08, 1979"
1426,Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985"
1432,Jason Young,"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986"
1434,Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977"
1438,Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976"
1445,Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977"
1446,Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978"
1447,Jeff Hughes,"6' 2""",250 lbs.,"78""",Orthodox,"May 17, 1988"
1449,Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971"
1453,Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988"
1455,Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988"
1456,Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974"
1466,Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975"
1468,Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992"
1469,Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991"
1471,Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984"
1474,Jeremy Stephens,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986"
1482,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979"
1490,Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984"
1495,Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982"
1497,Jesse Ronson,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 24, 1985"
1499,Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983"
1500,Jessica Aguilar,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982"
1501,Jessica Andrade,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991"
1502,Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986"
1504,Jessica Rakoczy,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 14, 1977"
1505,Jessica-Rose Clark,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987"
1506,Jessin Ayari,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992"
1508,Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989"
1509,Jianping Yang,"5' 7""",145 lbs.,"65""",Orthodox,"Nov 27, 1988"
1510,Jim Alers,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986"
1511,Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983"
1513,Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980"
1514,Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989"
1516,Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996"
1517,Jimmy Quinlan,"6' 0""",185 lbs.,"72""",Orthodox,"May 25, 1986"
1518,Jimmy Wallhead,"5' 10""",170 lbs.,"73""",Orthodox,"Mar 14, 1984"
1519,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987"
1521,Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993"
1522,Joachim Christensen,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978"
1524,Joanna Jedrzejczyk,"5' 6""",125 lbs.,"65""",Orthodox,"Aug 18, 1987"
1525,Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985"
1529,Joao Zeferino,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 15, 1986"
1531,Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991"
1532,Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985"
1533,Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986"
1539,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977"
1541,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988"
1542,Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985"
1543,Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995"
1544,Joe Gigliotti,"5' 11""",185 lbs.,"69""",Orthodox,"Aug 13, 1993"
1548,Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984"
1549,Joe Lowry,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 12, 1989"
1551,Joe Merritt,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 07, 1984"
1556,Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985"
1558,Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982"
1562,Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987"
1563,Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982"
1569,Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1994"
1573,Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981"
1576,Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989"
1581,John Alessio,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979"
1584,John Castaneda,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991"
1585,John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983"
1587,John Cofer,"5' 9""",155 lbs.,"73""",Southpaw,"Apr 29, 1984"
1590,John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984"
1595,John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982"
1596,John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979"
1597,John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985"
1599,John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987"
1601,John Howard,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983"
1606,John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990"
1608,John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983"
1609,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985"
1612,John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984"
1614,John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985"
1620,John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985"
1623,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983"
1624,Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989"
1626,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978"
1630,Johnny Walker,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992"
1631,Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983"
1632,Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987"
1633,Jon Fitch,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978"
1635,Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987"
1637,Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980"
1638,Jon Manley,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986"
1641,Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984"
1644,Jonathan Brookins,"6' 0""",145 lbs.,"73""",Southpaw,"Aug 13, 1985"
1646,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979"
1647,Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1986"
1648,Jonathan Meunier,"6' 3""",170 lbs.,"75""",Switch,"Aug 04, 1987"
1649,Jonathan Pearce,"6' 0""",155 lbs.,"71""",Switch,"May 01, 1992"
1653,Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987"
1654,Jonavin Webb,"5' 10""",170 lbs.,"71""",Orthodox,"Apr 28, 1989"
1662,Jordan Espinosa,"5' 6""",125 lbs.,"71""",Orthodox,"Nov 08, 1989"
1664,Jordan Griffin,"5' 10""",145 lbs.,"72""",Southpaw,"Feb 28, 1990"
1665,Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988"
1666,Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989"
1669,Jordan Rinaldi,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987"
1670,Jordan Williams,"6' 0""",170 lbs.,"75""",Southpaw,"Oct 13, 1990"
1671,Jordan Wright,"6' 2""",185 lbs.,"77""",Orthodox,"Oct 07, 1991"
1672,Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977"
1675,Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984"
1679,Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972"
1680,Jorge Santiago,"6' 1""",170 lbs.,"74""",Orthodox,"Oct 09, 1980"
1681,Jorge de Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 22, 1980"
1683,Jose Aldo,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986"
1692,Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992"
1693,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984"
1694,Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994"
1696,Joseph Solecki,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 27, 1993"
1697,Josh Appelt,"5' 10""",255 lbs.,"73""",Southpaw,"Jun 19, 1983"
1698,Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977"
1703,Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981"
1704,Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982"
1706,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985"
1708,Josh Ferguson,"5' 5""",125 lbs.,"66""",Orthodox,"May 13, 1988"
1709,Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988"
1712,Josh Janousek,"5' 11""",185 lbs.,"73""",Orthodox,"Sep 25, 1980"
1714,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977"
1718,Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983"
1723,Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988"
1725,Josh Shockley,"6' 1""",155 lbs.,"74""",Orthodox,"Nov 15, 1989"
1730,Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978"
1732,Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980"
1733,Joshua Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984"
1735,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992"
1740,Juan Puig,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 23, 1989"
1744,Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989"
1745,Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990"
1747,Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982"
1749,Julie Kedzie,"5' 5""",135 lbs.,"64""",Orthodox,"Mar 18, 1981"
1751,Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989"
1754,Jumabieke Tuerxun,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 17, 1986"
1757,Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991"
1758,Junior Assuncao,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981"
1760,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984"
1761,Junior Hernandez,"5' 9""",135 lbs.,"69""",Orthodox,"Jul 22, 1986"
1763,Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985"
1765,Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983"
1768,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983"
1770,Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989"
1771,Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988"
1772,Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991"
1778,Justin Jones,"5' 11""",185 lbs.,"78""",Orthodox,"Sep 06, 1987"
1779,Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990"
1780,Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988"
1783,Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976"
1788,Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982"
1789,Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992"
1791,Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989"
1793,Justin Willis,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987"
1795,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988"
1797,KJ Noons,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 07, 1982"
1798,Kai Kara-France,"5' 5""",125 lbs.,"69""",Orthodox,"Mar 26, 1993"
1799,Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991"
1802,Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984"
1804,Kali Robbins,"5' 3""",115 lbs.,"63""",Orthodox,"Jul 05, 1984"
1805,Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975"
1808,Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972"
1809,Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987"
1811,Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986"
1814,Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 27, 1988"
1815,Karl Roberson,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990"
1818,Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985"
1819,Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982"
1821,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985"
1822,Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988"
1825,Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981"
1829,Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979"
1832,Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987"
1843,Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984"
1844,Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 14, 1985"
1847,Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975"
1850,Keith Wisniewski,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 25, 1981"
1852,Kelly Faszholz,"5' 8""",135 lbs.,"67""",Orthodox,"Apr 09, 1985"
1855,Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991"
1858,Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964"
1860,Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982"
1865,Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976"
1867,Kenneth Bergh,"6' 2""",205 lbs.,"76""",Orthodox,"Jun 26, 1989"
1869,Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976"
1871,Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984"
1876,Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991"
1877,Kevin Aguilar,"5' 7""",145 lbs.,"73""",Orthodox,"Sep 07, 1988"
1878,Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980"
1879,Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981"
1882,Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985"
1884,Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992"
1888,Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992"
1892,Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984"
1894,Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988"
1896,Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993"
1897,Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992"
1898,Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990"
1901,Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981"
1910,Klidson Abreu,"6' 0""",235 lbs.,"74""",Orthodox,"Dec 24, 1992"
1914,Konstantin Erokhin,"5' 11""",230 lbs.,"73""",Orthodox,"Jan 31, 1983"
1916,Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981"
1920,Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988"
1921,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989"
1922,Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977"
1924,Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976"
1925,Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986"
1927,Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979"
1928,Kwan Ho Kwak,"5' 5""",135 lbs.,"70""",Switch,"Jun 18, 1989"
1929,Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987"
1931,Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982"
1932,Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993"
1935,Kyle Kingsbury,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982"
1938,Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991"
1939,Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980"
1940,Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989"
1941,Kyle Stewart,"6' 2""",170 lbs.,"76""",Orthodox,"Jan 31, 1989"
1945,Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990"
1947,Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987"
1948,LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980"
1950,Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988"
1953,Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992"
1955,Larissa Pacheco,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 07, 1994"
1958,Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993"
1959,Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991"
1960,Lauren Murphy,"5' 7""",125 lbs.,"67""",Orthodox,"Jul 27, 1983"
1961,Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977"
1963,Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989"
1965,Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983"
1966,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985"
1976,Leo Kuntz,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 03, 1983"
1978,Leon Edwards,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991"
1979,Leon Shahbazyan,"6' 4""",170 lbs.,"77""",Orthodox,"Nov 18, 1995"
1980,Leonard Garcia,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 14, 1979"
1981,Leonardo Augusto Leleco,"6' 0""",185 lbs.,"73""",Orthodox,"Apr 15, 1982"
1982,Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989"
1983,Leonardo Morales,"5' 8""",135 lbs.,"68""",Southpaw,"Dec 22, 1992"
1984,Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980"
1986,Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982"
1987,Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989"
1990,Lewis Gonzalez,"5' 10""",170 lbs.,"73""",Orthodox,"Sep 19, 1987"
1991,Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988"
1995,Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982"
2000,Liu Pingyuan,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993"
2001,Livinha Souza,"5' 5""",115 lbs.,"63""",Orthodox,"Mar 11, 1991"
2002,Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984"
2008,Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986"
2010,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984"
2012,Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991"
2013,Louis Taylor,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979"
2015,Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993"
2016,Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993"
2020,Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988"
2023,Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994"
2025,Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
2027,Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995"
2028,Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993"
2030,Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993"
2034,Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981"
